id,edad,pais,tipo_visa,renovaciones_previas,fecha_inicio,fecha_final,dias_restantes,dias_desde_inicio,porcentaje_transcurrido,en_ultimos_3_meses,riesgo
1098,36,Bolivia,Residencia Temporal,2,2026-08-06,2026-11-04,332,-242,-268.89,0,bajo_riesgo
739,27,México,Estudiante,3,2025-12-05,2026-03-05,88,2,2.22,1,medio_riesgo
1384,22,Bolivia,Trabajo,1,2026-01-29,2026-07-28,233,-53,-29.44,0,bajo_riesgo
731,60,Colombia,Trabajo,1,2025-02-01,2026-02-01,56,309,84.66,1,medio_riesgo
539,49,Venezuela,Residencia Temporal,0,2023-01-30,2026-01-29,53,1042,95.16,1,medio_riesgo
177,66,Colombia,Trabajo,1,2024-01-06,2026-01-05,29,701,96.03,1,alto_riesgo
1446,34,México,Trabajo,3,2021-07-14,2026-07-13,218,1607,88.05,0,bajo_riesgo
697,22,Perú,Negocios,2,2025-10-15,2026-01-13,37,53,58.89,1,medio_riesgo
940,62,Brasil,Residencia Temporal,0,2025-07-14,2026-01-10,34,146,81.11,1,medio_riesgo
1049,69,México,Estudiante,4,2025-12-03,2026-12-03,361,4,1.1,0,bajo_riesgo
922,68,Honduras,Turista,0,2024-01-20,2026-01-19,43,687,94.11,1,medio_riesgo
898,65,Brasil,Turista,1,2025-08-27,2026-02-23,78,102,56.67,1,medio_riesgo
1492,42,Argentina,Residencia Permanente,0,2021-10-31,2026-10-30,327,1498,82.08,0,bajo_riesgo
7,35,Venezuela,Turista,1,2025-06-11,2025-12-08,1,179,99.44,1,alto_riesgo
862,24,Brasil,Turista,0,2021-01-17,2026-01-16,40,1785,97.81,1,medio_riesgo
667,64,Nicaragua,Trabajo,3,2025-07-12,2026-01-08,32,148,82.22,1,medio_riesgo
1160,27,República Dominicana,Trabajo,1,2026-04-09,2026-07-08,213,-123,-136.67,0,bajo_riesgo
357,20,Perú,Residencia Temporal,0,2025-09-24,2025-12-23,16,74,82.22,1,alto_riesgo
783,37,Brasil,Turista,0,2025-12-01,2026-03-01,84,6,6.67,1,medio_riesgo
735,60,Argentina,Trabajo,1,2025-02-08,2026-02-08,63,302,82.74,1,medio_riesgo
329,42,Chile,Trabajo,1,2024-12-26,2025-12-26,19,346,94.79,1,alto_riesgo
1055,33,Colombia,Turista,0,2023-09-07,2026-09-06,273,822,75.07,0,bajo_riesgo
1148,44,Venezuela,Turista,0,2024-03-11,2026-03-11,94,636,87.12,0,bajo_riesgo
1117,51,Brasil,Trabajo,1,2021-03-14,2026-03-13,96,1729,94.74,0,bajo_riesgo
258,28,Ecuador,Negocios,1,2020-12-28,2025-12-27,20,1805,98.9,1,alto_riesgo
1175,21,Chile,Residencia Temporal,1,2024-04-12,2026-04-12,126,604,82.74,0,bajo_riesgo
372,31,Venezuela,Residencia Temporal,0,2025-07-07,2026-01-03,27,153,85.0,1,alto_riesgo
1103,46,Perú,Residencia Temporal,0,2025-06-30,2026-06-30,205,160,43.84,0,bajo_riesgo
925,26,Perú,Negocios,0,2025-02-06,2026-02-06,61,304,83.29,1,medio_riesgo
142,30,Argentina,Turista,0,2020-12-21,2025-12-20,13,1812,99.29,1,alto_riesgo
525,24,Cuba,Estudiante,2,2025-02-22,2026-02-22,77,288,78.9,1,medio_riesgo
1138,20,Brasil,Estudiante,1,2021-09-08,2026-09-07,274,1551,84.99,0,bajo_riesgo
1007,18,Argentina,Estudiante,2,2021-09-16,2026-09-15,282,1543,84.55,0,bajo_riesgo
1121,74,Argentina,Residencia Permanente,0,2025-10-03,2026-10-03,300,65,17.81,0,bajo_riesgo
1423,26,México,Turista,1,2021-05-07,2026-05-06,150,1675,91.78,0,bajo_riesgo
440,73,Venezuela,Trabajo,1,2025-06-21,2025-12-18,11,169,93.89,1,alto_riesgo
531,30,México,Estudiante,0,2025-10-20,2026-01-18,42,48,53.33,1,medio_riesgo
1201,21,Ecuador,Estudiante,1,2021-04-01,2026-03-31,114,1711,93.75,0,bajo_riesgo
226,39,Ecuador,Residencia Temporal,0,2024-12-22,2025-12-22,15,350,95.89,1,alto_riesgo
1036,54,Venezuela,Residencia Temporal,0,2024-09-25,2026-09-25,292,438,60.0,0,bajo_riesgo
228,30,Colombia,Estudiante,1,2023-01-01,2025-12-31,24,1071,97.81,1,alto_riesgo
1279,52,Colombia,Estudiante,2,2021-08-20,2026-08-19,255,1570,86.03,0,bajo_riesgo
1449,47,Ecuador,Turista,1,2024-03-21,2026-03-21,104,626,85.75,0,bajo_riesgo
212,35,Colombia,Estudiante,1,2025-09-16,2025-12-15,8,82,91.11,1,alto_riesgo
79,62,Venezuela,Trabajo,4,2023-01-03,2026-01-02,26,1069,97.63,1,alto_riesgo
148,68,México,Turista,2,2021-01-03,2026-01-02,26,1799,98.58,1,alto_riesgo
814,53,Colombia,Estudiante,1,2025-10-14,2026-01-12,36,54,60.0,1,medio_riesgo
903,40,Brasil,Turista,1,2021-02-15,2026-02-14,69,1756,96.22,1,medio_riesgo
958,42,República Dominicana,Trabajo,0,2021-02-07,2026-02-06,61,1764,96.66,1,medio_riesgo
671,74,Cuba,Trabajo,0,2023-01-26,2026-01-25,49,1046,95.53,1,medio_riesgo
1155,60,Bolivia,Residencia Temporal,2,2023-09-15,2026-09-14,281,814,74.34,0,bajo_riesgo
555,46,México,Turista,1,2025-08-15,2026-02-11,66,114,63.33,1,medio_riesgo
907,28,Colombia,Residencia Permanente,0,2025-02-20,2026-02-20,75,290,79.45,1,medio_riesgo
133,56,Brasil,Trabajo,4,2023-12-12,2025-12-11,4,726,99.45,1,alto_riesgo
1108,74,México,Turista,0,2026-05-09,2026-08-07,243,-153,-170.0,0,bajo_riesgo
823,41,Colombia,Negocios,0,2021-01-22,2026-01-21,45,1780,97.53,1,medio_riesgo
408,32,Chile,Estudiante,3,2023-01-05,2026-01-04,28,1067,97.44,1,alto_riesgo
368,72,Ecuador,Negocios,1,2020-12-11,2025-12-10,3,1822,99.84,1,alto_riesgo
507,62,Brasil,Residencia Temporal,1,2021-02-24,2026-02-23,78,1747,95.73,1,medio_riesgo
1181,49,Perú,Estudiante,1,2025-06-05,2026-06-05,180,185,50.68,0,bajo_riesgo
504,19,Venezuela,Estudiante,1,2021-01-13,2026-01-12,36,1789,98.03,1,medio_riesgo
1488,19,Cuba,Turista,0,2021-09-03,2026-09-02,269,1556,85.26,0,bajo_riesgo
347,73,Colombia,Trabajo,2,2023-12-30,2025-12-29,22,708,96.99,1,alto_riesgo
386,24,Colombia,Estudiante,1,2025-09-23,2025-12-22,15,75,83.33,1,alto_riesgo
0,58,Ecuador,Residencia Permanente,0,2024-12-31,2025-12-31,24,341,93.42,1,alto_riesgo
360,62,Honduras,Turista,2,2022-12-22,2025-12-21,14,1081,98.72,1,alto_riesgo
894,53,Colombia,Estudiante,1,2025-11-13,2026-02-11,66,24,26.67,1,medio_riesgo
828,45,Argentina,Estudiante,3,2021-03-03,2026-03-02,85,1740,95.34,1,medio_riesgo
1415,59,Bolivia,Trabajo,0,2024-08-15,2026-08-15,251,479,65.62,0,bajo_riesgo
475,53,Chile,Trabajo,1,2025-01-02,2026-01-02,26,339,92.88,1,alto_riesgo
1280,25,México,Trabajo,2,2023-11-08,2026-11-07,335,760,69.41,0,bajo_riesgo
57,39,Chile,Residencia Temporal,0,2025-06-28,2025-12-25,18,162,90.0,1,alto_riesgo
637,62,Bolivia,Turista,0,2024-01-08,2026-01-07,31,699,95.75,1,medio_riesgo
1330,44,Bolivia,Residencia Temporal,0,2024-09-30,2026-09-30,297,433,59.32,0,bajo_riesgo
1053,54,Cuba,Residencia Temporal,1,2025-09-21,2026-09-21,288,77,21.1,0,bajo_riesgo
1370,46,Perú,Turista,0,2021-05-21,2026-05-20,164,1661,91.01,0,bajo_riesgo
172,63,Ecuador,Trabajo,0,2023-12-22,2025-12-21,14,716,98.08,1,alto_riesgo
450,59,Venezuela,Turista,0,2024-12-27,2025-12-27,20,345,94.52,1,alto_riesgo
125,37,Perú,Estudiante,3,2025-07-08,2026-01-04,28,152,84.44,1,alto_riesgo
1179,39,Argentina,Turista,0,2026-04-30,2026-10-27,324,-144,-80.0,0,bajo_riesgo
530,67,Cuba,Residencia Permanente,2,2025-01-08,2026-01-08,32,333,91.23,1,medio_riesgo
857,40,Colombia,Residencia Permanente,0,2025-08-08,2026-02-04,59,121,67.22,1,medio_riesgo
713,42,Colombia,Residencia Permanente,0,2023-02-18,2026-02-17,72,1023,93.42,1,medio_riesgo
90,38,Perú,Turista,2,2020-12-15,2025-12-14,7,1818,99.62,1,alto_riesgo
1450,25,Colombia,Negocios,0,2021-09-19,2026-09-18,285,1540,84.38,0,bajo_riesgo
181,60,Bolivia,Estudiante,2,2020-12-21,2025-12-20,13,1812,99.29,1,alto_riesgo
875,55,Argentina,Turista,0,2024-01-29,2026-01-28,52,678,92.88,1,medio_riesgo
1030,30,Colombia,Estudiante,3,2021-09-14,2026-09-13,280,1545,84.66,0,bajo_riesgo
786,48,Brasil,Residencia Temporal,0,2021-01-07,2026-01-06,30,1795,98.36,1,medio_riesgo
414,54,Brasil,Estudiante,2,2025-06-13,2025-12-10,3,177,98.33,1,alto_riesgo
251,18,Perú,Negocios,0,2022-12-31,2025-12-30,23,1072,97.9,1,alto_riesgo
69,33,Perú,Residencia Permanente,0,2023-12-26,2025-12-25,18,712,97.53,1,alto_riesgo
803,43,Colombia,Negocios,2,2025-10-28,2026-01-26,50,40,44.44,1,medio_riesgo
131,34,Colombia,Estudiante,0,2023-12-28,2025-12-27,20,710,97.26,1,alto_riesgo
300,65,Venezuela,Turista,0,2024-01-03,2026-01-02,26,704,96.44,1,alto_riesgo
1429,22,Colombia,Turista,0,2026-06-14,2026-09-12,279,-189,-210.0,0,bajo_riesgo
326,37,Argentina,Trabajo,2,2020-12-22,2025-12-21,14,1811,99.23,1,alto_riesgo
1464,73,México,Estudiante,0,2023-06-09,2026-06-08,183,912,83.29,0,bajo_riesgo
1113,23,Perú,Trabajo,4,2026-04-18,2026-10-15,312,-132,-73.33,0,bajo_riesgo
499,46,Nicaragua,Estudiante,3,2023-12-13,2025-12-12,5,725,99.32,1,alto_riesgo
1377,71,República Dominicana,Turista,0,2023-07-20,2026-07-19,224,871,79.54,0,bajo_riesgo
832,62,Haití,Residencia Temporal,0,2025-08-15,2026-02-11,66,114,63.33,1,medio_riesgo
364,62,Venezuela,Turista,0,2023-12-23,2025-12-22,15,715,97.95,1,alto_riesgo
495,26,México,Trabajo,3,2020-12-10,2025-12-09,2,1823,99.89,1,alto_riesgo
1394,64,Nicaragua,Residencia Permanente,0,2026-05-01,2026-07-30,235,-145,-161.11,0,bajo_riesgo
338,75,Colombia,Estudiante,2,2024-12-09,2025-12-09,2,363,99.45,1,alto_riesgo
421,35,Venezuela,Residencia Permanente,0,2023-12-22,2025-12-21,14,716,98.08,1,alto_riesgo
164,45,Ecuador,Turista,1,2023-12-26,2025-12-25,18,712,97.53,1,alto_riesgo
28,27,Colombia,Turista,0,2020-12-16,2025-12-15,8,1817,99.56,1,alto_riesgo
516,33,Venezuela,Turista,1,2024-01-25,2026-01-24,48,682,93.42,1,medio_riesgo
193,71,Perú,Turista,0,2025-06-15,2025-12-12,5,175,97.22,1,alto_riesgo
1327,47,México,Estudiante,2,2025-12-26,2026-03-26,109,-19,-21.11,0,bajo_riesgo
1361,22,México,Estudiante,3,2021-11-22,2026-11-21,349,1476,80.88,0,bajo_riesgo
945,51,Colombia,Estudiante,1,2021-02-15,2026-02-14,69,1756,96.22,1,medio_riesgo
1360,34,República Dominicana,Negocios,1,2021-04-16,2026-04-15,129,1696,92.93,0,bajo_riesgo
169,63,Bolivia,Turista,0,2024-12-16,2025-12-16,9,356,97.53,1,alto_riesgo
167,35,Colombia,Turista,1,2023-12-25,2025-12-24,17,713,97.67,1,alto_riesgo
652,52,Brasil,Residencia Temporal,0,2025-01-31,2026-01-31,55,310,84.93,1,medio_riesgo
173,39,Chile,Turista,0,2025-09-22,2025-12-21,14,76,84.44,1,alto_riesgo
518,44,Perú,Trabajo,0,2025-11-19,2026-02-17,72,18,20.0,1,medio_riesgo
1213,53,Colombia,Residencia Permanente,0,2021-06-22,2026-06-21,196,1629,89.26,0,bajo_riesgo
1400,55,México,Residencia Temporal,0,2024-09-16,2026-09-16,283,447,61.23,0,bajo_riesgo
912,73,Chile,Estudiante,0,2021-01-16,2026-01-15,39,1786,97.86,1,medio_riesgo
491,75,Colombia,Turista,1,2020-12-20,2025-12-19,12,1813,99.34,1,alto_riesgo
953,56,Nicaragua,Estudiante,2,2021-01-25,2026-01-24,48,1777,97.37,1,medio_riesgo
73,21,Chile,Estudiante,2,2025-09-26,2025-12-25,18,72,80.0,1,alto_riesgo
1252,41,Venezuela,Turista,1,2024-06-29,2026-06-29,204,526,72.05,0,bajo_riesgo
587,28,Chile,Estudiante,2,2023-02-22,2026-02-21,76,1019,93.06,1,medio_riesgo
750,65,Argentina,Estudiante,4,2025-08-09,2026-02-05,60,120,66.67,1,medio_riesgo
657,53,Bolivia,Trabajo,2,2025-10-16,2026-01-14,38,52,57.78,1,medio_riesgo
842,56,Colombia,Residencia Temporal,0,2023-02-01,2026-01-31,55,1040,94.98,1,medio_riesgo
234,26,Venezuela,Residencia Permanente,0,2022-12-10,2025-12-09,2,1093,99.82,1,alto_riesgo
732,35,Haití,Turista,0,2021-02-13,2026-02-12,67,1758,96.33,1,medio_riesgo
214,54,Perú,Turista,0,2024-12-20,2025-12-20,13,352,96.44,1,alto_riesgo
162,38,Nicaragua,Trabajo,4,2024-01-06,2026-01-05,29,701,96.03,1,alto_riesgo
132,40,Cuba,Trabajo,2,2023-12-19,2025-12-18,11,719,98.49,1,alto_riesgo
1311,39,Ecuador,Residencia Temporal,0,2026-02-05,2026-08-04,240,-60,-33.33,0,bajo_riesgo
222,68,México,Residencia Temporal,0,2025-06-20,2025-12-17,10,170,94.44,1,alto_riesgo
1227,59,Argentina,Turista,1,2026-03-02,2026-05-31,175,-85,-94.44,0,bajo_riesgo
934,21,Colombia,Trabajo,1,2021-01-26,2026-01-25,49,1776,97.32,1,medio_riesgo
185,45,Colombia,Turista,0,2025-06-25,2025-12-22,15,165,91.67,1,alto_riesgo
41,34,Perú,Turista,2,2025-07-05,2026-01-01,25,155,86.11,1,alto_riesgo
692,56,Chile,Estudiante,1,2023-02-20,2026-02-19,74,1021,93.24,1,medio_riesgo
108,20,Perú,Trabajo,0,2025-07-05,2026-01-01,25,155,86.11,1,alto_riesgo
38,66,México,Turista,0,2024-12-28,2025-12-28,21,344,94.25,1,alto_riesgo
568,29,Cuba,Estudiante,2,2025-08-11,2026-02-07,62,118,65.56,1,medio_riesgo
994,44,Ecuador,Trabajo,3,2025-01-26,2026-01-26,50,315,86.3,1,medio_riesgo
1342,53,Perú,Turista,2,2026-02-11,2026-08-10,246,-66,-36.67,0,bajo_riesgo
1441,53,Venezuela,Turista,0,2025-09-01,2026-09-01,268,97,26.58,0,bajo_riesgo
483,74,Brasil,Turista,0,2024-12-29,2025-12-29,22,343,93.97,1,alto_riesgo
468,68,Colombia,Residencia Temporal,0,2025-09-19,2025-12-18,11,79,87.78,1,alto_riesgo
890,49,Colombia,Residencia Temporal,0,2025-11-13,2026-02-11,66,24,26.67,1,medio_riesgo
947,58,Argentina,Trabajo,2,2024-03-05,2026-03-05,88,642,87.95,1,medio_riesgo
24,32,Argentina,Turista,1,2025-01-02,2026-01-02,26,339,92.88,1,alto_riesgo
1009,33,Colombia,Trabajo,1,2025-10-08,2026-04-06,120,60,33.33,0,bajo_riesgo
1192,22,Perú,Trabajo,3,2025-08-06,2026-08-06,242,123,33.7,0,bajo_riesgo
68,43,Argentina,Trabajo,2,2025-10-04,2026-01-02,26,64,71.11,1,alto_riesgo
884,28,Ecuador,Estudiante,1,2025-07-18,2026-01-14,38,142,78.89,1,medio_riesgo
1354,45,Colombia,Turista,0,2026-02-15,2026-08-14,250,-70,-38.89,0,bajo_riesgo
366,41,Brasil,Estudiante,1,2024-12-28,2025-12-28,21,344,94.25,1,alto_riesgo
505,59,Venezuela,Residencia Permanente,0,2025-07-19,2026-01-15,39,141,78.33,1,medio_riesgo
850,68,Nicaragua,Estudiante,1,2025-10-08,2026-01-06,30,60,66.67,1,medio_riesgo
1315,57,Chile,Trabajo,3,2026-04-10,2026-07-09,214,-124,-137.78,0,bajo_riesgo
383,68,México,Residencia Temporal,2,2022-12-30,2025-12-29,22,1073,97.99,1,alto_riesgo
734,49,Cuba,Negocios,0,2021-01-29,2026-01-28,52,1773,97.15,1,medio_riesgo
717,66,Colombia,Turista,0,2024-01-26,2026-01-25,49,681,93.29,1,medio_riesgo
1335,23,Chile,Estudiante,0,2024-10-17,2026-10-17,314,416,56.99,0,bajo_riesgo
454,40,Venezuela,Estudiante,1,2023-12-18,2025-12-17,10,720,98.63,1,alto_riesgo
264,34,Colombia,Residencia Temporal,0,2020-12-16,2025-12-15,8,1817,99.56,1,alto_riesgo
75,28,República Dominicana,Turista,0,2025-06-26,2025-12-23,16,164,91.11,1,alto_riesgo
914,43,México,Turista,0,2021-02-12,2026-02-11,66,1759,96.38,1,medio_riesgo
232,71,Nicaragua,Estudiante,0,2024-12-15,2025-12-15,8,357,97.81,1,alto_riesgo
444,70,Colombia,Turista,0,2025-06-15,2025-12-12,5,175,97.22,1,alto_riesgo
395,43,Venezuela,Trabajo,1,2024-12-11,2025-12-11,4,361,98.9,1,alto_riesgo
611,48,Ecuador,Residencia Temporal,0,2025-10-08,2026-01-06,30,60,66.67,1,medio_riesgo
176,42,Chile,Turista,0,2024-12-19,2025-12-19,12,353,96.71,1,alto_riesgo
18,58,Perú,Turista,1,2024-12-13,2025-12-13,6,359,98.36,1,alto_riesgo
1310,40,México,Residencia Temporal,0,2021-06-25,2026-06-24,199,1626,89.1,0,bajo_riesgo
1221,65,México,Negocios,0,2025-12-30,2026-03-30,113,-23,-25.56,0,bajo_riesgo
341,65,Venezuela,Trabajo,1,2025-06-17,2025-12-14,7,173,96.11,1,alto_riesgo
1347,47,Nicaragua,Estudiante,2,2025-04-13,2026-04-13,127,238,65.21,0,bajo_riesgo
879,33,Colombia,Estudiante,1,2025-01-17,2026-01-17,41,324,88.77,1,medio_riesgo
595,37,Colombia,Trabajo,1,2025-11-21,2026-02-19,74,16,17.78,1,medio_riesgo
61,35,Perú,Turista,0,2022-12-15,2025-12-14,7,1088,99.36,1,alto_riesgo
1260,57,Brasil,Turista,0,2024-05-07,2026-05-07,151,579,79.32,0,bajo_riesgo
272,39,Chile,Estudiante,1,2024-12-23,2025-12-23,16,349,95.62,1,alto_riesgo
1208,71,Ecuador,Turista,1,2021-11-24,2026-11-23,351,1474,80.77,0,bajo_riesgo
872,38,Ecuador,Estudiante,0,2025-01-13,2026-01-13,37,328,89.86,1,medio_riesgo
1120,54,México,Turista,1,2023-08-01,2026-07-31,236,859,78.45,0,bajo_riesgo
1406,26,Brasil,Turista,2,2021-03-08,2026-03-07,90,1735,95.07,1,bajo_riesgo
278,30,Colombia,Turista,0,2023-12-28,2025-12-27,20,710,97.26,1,alto_riesgo
36,53,Colombia,Negocios,1,2020-12-09,2025-12-08,1,1824,99.95,1,alto_riesgo
662,67,Nicaragua,Estudiante,0,2025-08-14,2026-02-10,65,115,63.89,1,medio_riesgo
1351,36,Colombia,Turista,0,2025-06-14,2026-06-14,189,176,48.22,0,bajo_riesgo
1089,19,Brasil,Estudiante,1,2023-05-31,2026-05-30,174,921,84.11,0,bajo_riesgo
977,29,Haití,Residencia Temporal,0,2025-08-24,2026-02-20,75,105,58.33,1,medio_riesgo
738,33,México,Negocios,1,2021-01-26,2026-01-25,49,1776,97.32,1,medio_riesgo
191,59,Chile,Residencia Temporal,0,2025-09-29,2025-12-28,21,69,76.67,1,alto_riesgo
919,55,Honduras,Turista,0,2021-02-25,2026-02-24,79,1746,95.67,1,medio_riesgo
456,22,Chile,Estudiante,2,2025-10-06,2026-01-04,28,62,68.89,1,alto_riesgo
675,47,Cuba,Trabajo,0,2025-11-28,2026-02-26,81,9,10.0,1,medio_riesgo
760,64,Colombia,Residencia Temporal,0,2025-07-19,2026-01-15,39,141,78.33,1,medio_riesgo
1352,49,México,Negocios,0,2021-08-11,2026-08-10,246,1579,86.52,0,bajo_riesgo
728,50,Brasil,Trabajo,4,2021-01-21,2026-01-20,44,1781,97.59,1,medio_riesgo
412,35,Argentina,Residencia Temporal,1,2024-12-17,2025-12-17,10,355,97.26,1,alto_riesgo
825,47,Colombia,Estudiante,0,2025-10-27,2026-01-25,49,41,45.56,1,medio_riesgo
616,50,Venezuela,Turista,0,2025-02-10,2026-02-10,65,300,82.19,1,medio_riesgo
114,20,República Dominicana,Trabajo,1,2025-10-07,2026-01-05,29,61,67.78,1,alto_riesgo
417,47,Bolivia,Estudiante,1,2024-12-19,2025-12-19,12,353,96.71,1,alto_riesgo
1428,70,Venezuela,Turista,0,2026-07-17,2026-10-15,312,-222,-246.67,0,bajo_riesgo
969,37,Bolivia,Turista,0,2025-09-06,2026-03-05,88,92,51.11,1,medio_riesgo
604,70,Perú,Residencia Permanente,0,2021-02-12,2026-02-11,66,1759,96.38,1,medio_riesgo
1434,69,Perú,Estudiante,1,2026-03-16,2026-06-14,189,-99,-110.0,0,bajo_riesgo
89,44,Honduras,Turista,0,2022-12-27,2025-12-26,19,1076,98.26,1,alto_riesgo
848,57,Colombia,Turista,0,2021-02-17,2026-02-16,71,1754,96.11,1,medio_riesgo
1145,19,Chile,Turista,0,2023-05-30,2026-05-29,173,922,84.2,0,bajo_riesgo
1433,49,Argentina,Negocios,0,2021-06-19,2026-06-18,193,1632,89.42,0,bajo_riesgo
753,42,Argentina,Estudiante,1,2025-02-16,2026-02-16,71,294,80.55,1,medio_riesgo
498,36,República Dominicana,Turista,0,2024-12-13,2025-12-13,6,359,98.36,1,alto_riesgo
11,56,Perú,Estudiante,0,2020-12-10,2025-12-09,2,1823,99.89,1,alto_riesgo
396,45,Bolivia,Trabajo,1,2024-12-16,2025-12-16,9,356,97.53,1,alto_riesgo
284,44,República Dominicana,Estudiante,0,2025-10-05,2026-01-03,27,63,70.0,1,alto_riesgo
690,36,Venezuela,Estudiante,1,2025-07-24,2026-01-20,44,136,75.56,1,medio_riesgo
1230,61,Haití,Residencia Temporal,0,2025-09-17,2026-09-17,284,81,22.19,0,bajo_riesgo
1403,56,México,Turista,0,2023-11-06,2026-11-05,333,762,69.59,0,bajo_riesgo
689,67,Perú,Trabajo,1,2021-01-14,2026-01-13,37,1788,97.97,1,medio_riesgo
851,34,Perú,Estudiante,0,2023-02-23,2026-02-22,77,1018,92.97,1,medio_riesgo
159,51,Venezuela,Turista,0,2025-06-28,2025-12-25,18,162,90.0,1,alto_riesgo
895,35,Venezuela,Trabajo,2,2025-02-27,2026-02-27,82,283,77.53,1,medio_riesgo
1189,19,Ecuador,Negocios,0,2026-01-13,2026-07-12,217,-37,-20.56,0,bajo_riesgo
257,35,Colombia,Turista,1,2025-09-11,2025-12-10,3,87,96.67,1,alto_riesgo
335,32,Venezuela,Residencia Temporal,0,2024-12-27,2025-12-27,20,345,94.52,1,alto_riesgo
1407,59,Argentina,Negocios,0,2025-10-08,2026-10-08,305,60,16.44,0,bajo_riesgo
1039,35,Haití,Negocios,0,2026-02-21,2026-05-22,166,-76,-84.44,0,bajo_riesgo
515,52,Colombia,Trabajo,0,2023-02-08,2026-02-07,62,1033,94.34,1,medio_riesgo
1015,26,Venezuela,Trabajo,0,2025-07-18,2026-07-18,223,142,38.9,0,bajo_riesgo
768,71,Venezuela,Trabajo,3,2021-02-28,2026-02-27,82,1743,95.51,1,medio_riesgo
1316,61,Colombia,Turista,1,2026-06-20,2026-09-18,285,-195,-216.67,0,bajo_riesgo
761,39,Perú,Turista,0,2025-08-15,2026-02-11,66,114,63.33,1,medio_riesgo
1102,41,Brasil,Residencia Temporal,0,2025-03-29,2026-03-29,112,253,69.32,0,bajo_riesgo
521,19,Perú,Trabajo,1,2025-11-07,2026-02-05,60,30,33.33,1,medio_riesgo
22,47,Venezuela,Trabajo,1,2020-12-29,2025-12-28,21,1804,98.85,1,alto_riesgo
356,59,Bolivia,Estudiante,1,2025-09-13,2025-12-12,5,85,94.44,1,alto_riesgo
1271,43,Cuba,Trabajo,4,2024-08-04,2026-08-04,240,490,67.12,0,bajo_riesgo
340,64,México,Turista,0,2024-12-17,2025-12-17,10,355,97.26,1,alto_riesgo
431,50,Argentina,Estudiante,1,2024-12-29,2025-12-29,22,343,93.97,1,alto_riesgo
473,59,Colombia,Residencia Temporal,0,2025-06-23,2025-12-20,13,167,92.78,1,alto_riesgo
217,39,Colombia,Trabajo,0,2020-12-28,2025-12-27,20,1805,98.9,1,alto_riesgo
911,35,Chile,Negocios,1,2021-01-15,2026-01-14,38,1787,97.92,1,medio_riesgo
1204,25,Haití,Estudiante,1,2021-11-05,2026-11-04,332,1493,81.81,0,bajo_riesgo
1011,75,Honduras,Turista,1,2021-10-05,2026-10-04,301,1524,83.51,0,bajo_riesgo
1458,65,Brasil,Negocios,0,2025-07-08,2026-07-08,213,152,41.64,0,bajo_riesgo
93,38,México,Trabajo,3,2025-09-11,2025-12-10,3,87,96.67,1,alto_riesgo
1008,64,Perú,Residencia Temporal,0,2023-06-21,2026-06-20,195,900,82.19,0,bajo_riesgo
1070,60,México,Estudiante,1,2024-06-04,2026-06-04,179,551,75.48,0,bajo_riesgo
696,51,Venezuela,Estudiante,1,2025-02-20,2026-02-20,75,290,79.45,1,medio_riesgo
996,50,Chile,Turista,0,2025-07-13,2026-01-09,33,147,81.67,1,medio_riesgo
153,19,Argentina,Estudiante,0,2022-12-24,2025-12-23,16,1079,98.54,1,alto_riesgo
1299,22,Perú,Turista,0,2021-06-04,2026-06-03,178,1647,90.25,0,bajo_riesgo
1497,59,Colombia,Residencia Temporal,0,2025-10-20,2026-10-20,317,48,13.15,0,bajo_riesgo
789,75,Chile,Estudiante,1,2025-07-12,2026-01-08,32,148,82.22,1,medio_riesgo
580,71,México,Turista,0,2025-01-15,2026-01-15,39,326,89.32,1,medio_riesgo
703,47,Cuba,Negocios,0,2024-02-02,2026-02-01,56,674,92.33,1,medio_riesgo
1258,75,Colombia,Estudiante,0,2021-05-18,2026-05-17,161,1664,91.18,0,bajo_riesgo
487,64,Colombia,Turista,0,2024-12-21,2025-12-21,14,351,96.16,1,alto_riesgo
559,53,Venezuela,Turista,0,2025-02-24,2026-02-24,79,286,78.36,1,medio_riesgo
801,24,Venezuela,Estudiante,1,2025-11-30,2026-02-28,83,7,7.78,1,medio_riesgo
512,37,Honduras,Estudiante,0,2024-01-22,2026-01-21,45,685,93.84,1,medio_riesgo
633,54,Ecuador,Estudiante,0,2023-01-10,2026-01-09,33,1062,96.99,1,medio_riesgo
1110,54,Brasil,Estudiante,3,2026-02-20,2026-05-21,165,-75,-83.33,0,bajo_riesgo
1471,41,Perú,Trabajo,2,2026-01-18,2026-07-17,222,-42,-23.33,0,bajo_riesgo
790,31,Venezuela,Estudiante,3,2023-02-20,2026-02-19,74,1021,93.24,1,medio_riesgo
116,60,Argentina,Estudiante,0,2023-01-02,2026-01-01,25,1070,97.72,1,alto_riesgo
740,53,México,Turista,0,2023-02-02,2026-02-01,56,1039,94.89,1,medio_riesgo
1081,44,Perú,Negocios,2,2024-10-04,2026-10-04,301,429,58.77,0,bajo_riesgo
830,62,Chile,Estudiante,0,2025-07-30,2026-01-26,50,130,72.22,1,medio_riesgo
119,69,Chile,Turista,1,2024-01-06,2026-01-05,29,701,96.03,1,alto_riesgo
656,31,Argentina,Negocios,0,2025-02-09,2026-02-09,64,301,82.47,1,medio_riesgo
635,57,Brasil,Residencia Temporal,1,2025-08-03,2026-01-30,54,126,70.0,1,medio_riesgo
